Date,Campaign,Channel,Age_Group,Gender,Location,Customer_Type,Impressions,Clicks,Leads,Conversions,Marketing_Spend,Revenue
2026-04-03 23:37:14.606921,Diwali Campaign,Facebook,18-24,Other,Delhi,New,130170,9096,2237,454,8701,399171.03
2026-04-04 01:22:05.785157,Product Launch,Email,25-34,Female,Ahmedabad,Returning,29268,2291,651,171,23098,289652.67
2026-04-04 03:06:56.963392,Festival Campaign,Facebook,18-24,Male,Chennai,New,135887,2127,326,53,48699,34161.45
2026-04-04 04:51:48.141628,Winter Sale,Facebook,35-44,Female,Hyderabad,New,86323,6826,1515,146,45231,345081.79
2026-04-04 06:36:39.319863,Diwali Campaign,Google Ads,45-54,Male,Nagpur,New,126985,9657,2786,605,18002,1061520.18
2026-04-04 08:21:30.498099,Summer Sale,Email,35-44,Male,Pune,New,86872,5475,1572,390,31389,555412.04
2026-04-04 10:06:21.676335,Summer Sale,Facebook,25-34,Male,Delhi,Returning,103274,4178,1071,155,21792,452812.89
2026-04-04 11:51:12.854570,Diwali Campaign,Facebook,18-24,Female,Pune,Returning,50139,1245,126,29,32421,82693.39
2026-04-04 13:36:04.032806,Clearance Sale,Email,25-34,Female,Mumbai,New,44037,847,79,7,25702,20174.56
2026-04-04 15:20:55.211042,Winter Sale,YouTube,35-44,Female,Kolkata,Returning,88434,893,165,26,9971,27363.07
2026-04-04 17:05:46.389277,Clearance Sale,Email,25-34,Female,Delhi,Returning,28141,804,70,12,22235,27857.09
2026-04-04 18:50:37.567513,Festival Campaign,Google Ads,55+,Female,Kolkata,Returning,34160,1606,520,131,37165,375112.65
2026-04-04 20:35:28.745749,Summer Sale,YouTube,35-44,Male,Kolkata,New,19383,618,52,8,13157,15417.41
2026-04-04 22:20:19.923984,Summer Sale,Instagram,25-34,Female,Ahmedabad,New,114882,4343,382,68,39924,70407.26
2026-04-05 00:05:11.102220,Product Launch,Email,18-24,Male,Mumbai,Returning,117549,5306,661,144,4530,366412.49
2026-04-05 01:50:02.280456,Festival Campaign,Google Ads,25-34,Female,Hyderabad,Returning,61556,2323,579,125,3774,337474.45
2026-04-05 03:34:53.458691,Summer Sale,YouTube,18-24,Female,Nagpur,Returning,67596,5084,1150,222,10985,501295.64
2026-04-05 05:19:44.636927,Festival Campaign,Email,55+,Other,Jaipur,Returning,108236,5872,1515,230,11307,283792.9
2026-04-05 07:04:35.815163,Winter Sale,Facebook,25-34,Male,Kolkata,New,123424,1448,465,105,10342,102557.15
2026-04-05 08:49:26.993398,New Year Offer,Email,55+,Female,Mumbai,Returning,108145,3287,666,175,33119,360618.04
2026-04-05 10:34:18.171634,Summer Sale,Instagram,35-44,Female,Ahmedabad,New,85287,6300,578,65,24631,110955.09
2026-04-05 12:19:09.349869,Product Launch,Email,18-24,Female,Delhi,New,81678,3028,866,134,20733,291042.21
2026-04-05 14:04:00.528105,Winter Sale,YouTube,35-44,Other,Bangalore,New,55955,5193,1553,352,49278,274295.71
2026-04-05 15:48:51.706341,Diwali Campaign,YouTube,18-24,Male,Bangalore,New,61080,4528,423,104,22231,87337.52
2026-04-05 17:33:42.884576,Festival Campaign,Email,55+,Female,Nagpur,New,91793,3313,482,121,43782,170274.09
2026-04-05 19:18:34.062812,Diwali Campaign,YouTube,45-54,Female,Ahmedabad,New,113717,6422,1849,413,3626,473670.0
2026-04-05 21:03:25.241048,Clearance Sale,Facebook,25-34,Female,Mumbai,New,77726,5444,988,182,33028,372799.08
2026-04-05 22:48:16.419283,Winter Sale,Email,55+,Other,Ahmedabad,Returning,52882,1449,300,66,41729,93644.19
2026-04-06 00:33:07.597519,Diwali Campaign,Facebook,18-24,Female,Jaipur,New,33038,1062,320,35,34143,77347.44
2026-04-06 02:17:58.775755,Monsoon Offer,Facebook,18-24,Male,Jaipur,Returning,83630,4653,491,61,49392,147741.76
2026-04-06 04:02:49.953990,Monsoon Offer,Google Ads,18-24,Male,Hyderabad,Returning,32451,3025,795,225,48578,217781.76
2026-04-06 05:47:41.132226,Summer Sale,Email,18-24,Male,Bangalore,Returning,65352,2676,369,104,26975,291154.2
2026-04-06 07:32:32.310462,Festival Campaign,YouTube,25-34,Male,Bangalore,Returning,30521,1409,136,32,29798,78972.79
2026-04-06 09:17:23.488697,New Year Offer,Facebook,35-44,Female,Jaipur,Returning,74308,2017,522,79,30521,163289.21
2026-04-06 11:02:14.666933,Winter Sale,Google Ads,45-54,Other,Ahmedabad,New,130631,8280,933,207,17259,573870.68
2026-04-06 12:47:05.845169,Summer Sale,Email,25-34,Other,Nagpur,New,47206,3616,1018,235,13613,273697.89
2026-04-06 14:31:57.023404,Product Launch,Email,18-24,Other,Nagpur,Returning,79963,3970,534,103,22441,160091.15
2026-04-06 16:16:48.201640,Clearance Sale,Instagram,25-34,Female,Kolkata,Returning,136407,10574,984,240,8867,171472.19
2026-04-06 18:01:39.379875,Festival Campaign,Instagram,55+,Other,Delhi,Returning,146628,5459,583,50,32114,82022.73
2026-04-06 19:46:30.558111,Winter Sale,Facebook,18-24,Male,Bangalore,New,116836,8602,2642,360,26589,635760.66
2026-04-06 21:31:21.736347,Monsoon Offer,Instagram,45-54,Female,Jaipur,Returning,28772,956,172,43,14023,87727.19
2026-04-06 23:16:12.914582,Winter Sale,Facebook,18-24,Other,Ahmedabad,New,115296,9253,1495,428,25391,282521.96
2026-04-07 01:01:04.092818,New Year Offer,YouTube,45-54,Male,Mumbai,New,32709,2772,589,160,31503,92986.41
2026-04-07 02:45:55.271054,Monsoon Offer,Facebook,45-54,Male,Delhi,Returning,146455,11979,3005,714,12211,1106503.95
2026-04-07 04:30:46.449289,New Year Offer,Instagram,35-44,Female,Nagpur,New,11233,330,29,3,35506,2918.5
2026-04-07 06:15:37.627525,Product Launch,YouTube,35-44,Female,Pune,New,37146,2692,868,139,5006,333178.95
2026-04-07 08:00:28.805761,Clearance Sale,Instagram,25-34,Other,Pune,New,139205,8139,2757,251,45522,545132.02
2026-04-07 09:45:19.983996,Product Launch,Facebook,25-34,Other,Ahmedabad,Returning,138443,13670,2633,581,12033,763763.68
2026-04-07 11:30:11.162232,Summer Sale,Google Ads,45-54,Other,Chennai,Returning,61450,2614,500,89,37971,54686.78
2026-04-07 13:15:02.340468,Summer Sale,Email,18-24,Female,Chennai,Returning,90325,7172,2275,468,18064,447459.04
2026-04-07 14:59:53.518703,Product Launch,Instagram,55+,Other,Bangalore,Returning,22374,968,189,55,34904,122605.91
2026-04-07 16:44:44.696939,Clearance Sale,Facebook,55+,Other,Mumbai,Returning,60985,2788,867,146,31475,434410.19
2026-04-07 18:29:35.875175,Product Launch,YouTube,18-24,Male,Kolkata,Returning,41012,819,71,10,6197,13161.51
2026-04-07 20:14:27.053410,Clearance Sale,Instagram,18-24,Male,Ahmedabad,Returning,94059,2969,630,71,45669,177854.34
2026-04-07 21:59:18.231646,Clearance Sale,Instagram,35-44,Male,Pune,Returning,34783,862,290,32,41434,85367.72
2026-04-07 23:44:09.409881,Diwali Campaign,Email,55+,Other,Pune,New,53193,1294,191,37,26790,22956.73
2026-04-08 01:29:00.588117,Monsoon Offer,Facebook,45-54,Female,Mumbai,Returning,20042,216,32,7,45024,19533.88
2026-04-08 03:13:51.766353,Festival Campaign,Google Ads,25-34,Male,Bangalore,New,69031,5621,1405,286,48241,476334.93
2026-04-08 04:58:42.944588,Clearance Sale,YouTube,35-44,Female,Chennai,New,53163,2770,914,248,21892,721830.17
2026-04-08 06:43:34.122824,New Year Offer,Facebook,55+,Other,Hyderabad,Returning,98356,8102,1082,161,37486,297268.72
2026-04-08 08:28:25.301060,Clearance Sale,YouTube,18-24,Other,Bangalore,New,106788,6955,2287,482,33084,524347.93
2026-04-08 10:13:16.479295,Clearance Sale,Instagram,55+,Male,Bangalore,New,143280,12153,3147,709,14524,2082099.57
2026-04-08 11:58:07.657531,Clearance Sale,Email,45-54,Female,Nagpur,Returning,23796,1316,458,64,18765,70928.79
2026-04-08 13:42:58.835767,Diwali Campaign,Email,35-44,Male,Kolkata,New,100962,1864,519,86,5593,232732.82
2026-04-08 15:27:50.014002,Monsoon Offer,Google Ads,18-24,Other,Kolkata,Returning,34320,2248,585,122,36466,113804.19
2026-04-08 17:12:41.192238,Diwali Campaign,Email,45-54,Female,Pune,New,30074,2135,640,54,10568,118093.62
2026-04-08 18:57:32.370474,Summer Sale,Instagram,25-34,Male,Kolkata,New,37931,2518,320,88,27712,134484.15
2026-04-08 20:42:23.548709,Diwali Campaign,Google Ads,35-44,Other,Pune,Returning,28993,2380,798,83,4225,243193.77
2026-04-08 22:27:14.726945,New Year Offer,Facebook,45-54,Male,Bangalore,New,65330,4954,617,55,16180,52906.24
2026-04-09 00:12:05.905181,New Year Offer,Email,45-54,Female,Mumbai,New,25003,1223,106,13,38470,19785.83
2026-04-09 01:56:57.083416,Diwali Campaign,Google Ads,18-24,Female,Hyderabad,Returning,24743,2071,555,105,37972,220441.29
2026-04-09 03:41:48.261652,Monsoon Offer,Instagram,25-34,Female,Mumbai,Returning,134291,9703,1259,191,5228,562313.75
2026-04-09 05:26:39.439887,Product Launch,YouTube,45-54,Female,Bangalore,New,89543,1865,531,93,13648,117148.17
2026-04-09 07:11:30.618123,Festival Campaign,YouTube,35-44,Female,Jaipur,New,34300,2009,591,58,7948,86546.3
2026-04-09 08:56:21.796359,Monsoon Offer,Instagram,45-54,Male,Ahmedabad,Returning,120888,9135,1314,172,34696,284570.55
2026-04-09 10:41:12.974594,Diwali Campaign,Instagram,55+,Male,Chennai,New,116818,6985,722,73,23186,82617.84
2026-04-09 12:26:04.152830,Clearance Sale,YouTube,35-44,Male,Ahmedabad,Returning,81509,7776,1673,218,6099,554458.31
2026-04-09 14:10:55.331066,Winter Sale,Google Ads,35-44,Male,Hyderabad,Returning,19703,377,120,28,31310,20439.69
2026-04-09 15:55:46.509301,Festival Campaign,YouTube,45-54,Other,Kolkata,Returning,99403,7456,2302,475,48926,1074438.04
2026-04-09 17:40:37.687537,Festival Campaign,Instagram,18-24,Other,Ahmedabad,New,66436,5593,624,95,48667,174308.13
2026-04-09 19:25:28.865773,New Year Offer,Email,35-44,Male,Kolkata,New,31845,2332,794,109,20922,120425.1
2026-04-09 21:10:20.044008,Festival Campaign,Facebook,55+,Other,Bangalore,New,91777,4102,620,185,44561,320434.09
2026-04-09 22:55:11.222244,Diwali Campaign,Email,18-24,Other,Hyderabad,Returning,45055,2013,350,87,46024,224013.93
2026-04-10 00:40:02.400480,Clearance Sale,Email,18-24,Female,Nagpur,New,149950,9415,1132,295,34568,476013.18
2026-04-10 02:24:53.578715,Clearance Sale,Instagram,18-24,Male,Chennai,Returning,20209,924,168,14,9978,11266.42
2026-04-10 04:09:44.756951,Summer Sale,YouTube,35-44,Other,Chennai,New,68812,6157,1549,144,15098,86688.71
2026-04-10 05:54:35.935187,Clearance Sale,Google Ads,18-24,Other,Jaipur,Returning,104035,2069,448,106,36313,259116.02
2026-04-10 07:39:27.113422,Monsoon Offer,Email,45-54,Male,Nagpur,Returning,113139,7639,2317,283,41700,375281.45
2026-04-10 09:24:18.291658,Clearance Sale,YouTube,18-24,Female,Pune,New,110838,2446,619,107,41971,302607.96
2026-04-10 11:09:09.469893,New Year Offer,Google Ads,55+,Male,Chennai,Returning,106123,6220,940,113,44143,230844.08
2026-04-10 12:54:00.648129,Clearance Sale,Email,25-34,Female,Delhi,New,38400,2857,658,78,20772,124075.36
2026-04-10 14:38:51.826365,Summer Sale,Google Ads,55+,Other,Pune,New,86511,2153,209,21,17240,40134.41
2026-04-10 16:23:43.004600,Winter Sale,YouTube,35-44,Female,Chennai,New,88121,6464,1530,322,20841,528991.78
2026-04-10 18:08:34.182836,Diwali Campaign,Facebook,18-24,Female,Bangalore,New,125763,2842,526,127,14462,351095.02
2026-04-10 19:53:25.361072,New Year Offer,YouTube,18-24,Male,Hyderabad,New,147948,9742,1038,96,22184,157925.25
2026-04-10 21:38:16.539307,Monsoon Offer,Instagram,45-54,Other,Hyderabad,Returning,133183,7391,1204,169,39071,128467.25
2026-04-10 23:23:07.717543,Winter Sale,Google Ads,18-24,Male,Delhi,New,100775,3711,1196,268,29029,534048.99
2026-04-11 01:07:58.895779,New Year Offer,Facebook,55+,Male,Bangalore,Returning,53906,1080,257,42,47595,86413.01
2026-04-11 02:52:50.074014,Product Launch,Google Ads,35-44,Other,Delhi,New,129925,9903,3207,753,26670,1817233.86
2026-04-11 04:37:41.252250,Festival Campaign,Google Ads,25-34,Male,Kolkata,Returning,30378,1347,257,63,39054,178492.25
2026-04-11 06:22:32.430486,Product Launch,Email,18-24,Male,Mumbai,Returning,36568,650,223,19,10489,30546.38
2026-04-11 08:07:23.608721,Clearance Sale,Instagram,25-34,Female,Chennai,New,107046,8515,1508,246,20556,339527.11
2026-04-11 09:52:14.786957,Winter Sale,Google Ads,18-24,Male,Bangalore,Returning,97332,3013,856,205,18767,354020.15
2026-04-11 11:37:05.965193,Clearance Sale,YouTube,35-44,Other,Mumbai,New,117014,8925,1449,236,4711,649117.35
2026-04-11 13:21:57.143428,Festival Campaign,YouTube,55+,Male,Mumbai,New,40796,2482,269,21,41264,61949.08
2026-04-11 15:06:48.321664,New Year Offer,Email,35-44,Female,Hyderabad,New,65061,1789,545,83,28356,243031.26
2026-04-11 16:51:39.499899,Festival Campaign,Instagram,25-34,Male,Hyderabad,Returning,85597,1444,412,112,26871,120314.74
2026-04-11 18:36:30.678135,Summer Sale,Instagram,18-24,Male,Nagpur,Returning,34401,2180,657,190,20412,331025.3
2026-04-11 20:21:21.856371,Festival Campaign,YouTube,25-34,Male,Kolkata,Returning,144882,1777,285,57,48683,65475.05
2026-04-11 22:06:13.034606,Summer Sale,Facebook,55+,Female,Bangalore,Returning,109216,1735,468,68,38018,96557.07
2026-04-11 23:51:04.212842,Festival Campaign,Email,35-44,Other,Jaipur,New,99362,7273,1013,184,7383,106574.69
2026-04-12 01:35:55.391078,Diwali Campaign,Email,25-34,Other,Bangalore,New,14902,871,72,9,10451,8113.53
2026-04-12 03:20:46.569313,Summer Sale,YouTube,25-34,Female,Kolkata,Returning,95148,3745,1175,137,45028,204498.51
2026-04-12 05:05:37.747549,Winter Sale,YouTube,55+,Female,Hyderabad,Returning,59723,3495,773,145,27859,204705.43
2026-04-12 06:50:28.925785,Clearance Sale,Facebook,18-24,Male,Hyderabad,New,70599,4465,1543,373,40445,446511.35
2026-04-12 08:35:20.104020,Monsoon Offer,Facebook,25-34,Other,Chennai,Returning,23967,1459,268,34,39256,36576.31
2026-04-12 10:20:11.282256,Clearance Sale,Instagram,55+,Female,Ahmedabad,New,123312,8364,2830,792,31943,1878932.31
2026-04-12 12:05:02.460492,Product Launch,Email,18-24,Other,Hyderabad,Returning,146207,13834,3404,398,6212,492076.95
2026-04-12 13:49:53.638727,Clearance Sale,Email,18-24,Male,Delhi,Returning,72365,3255,710,144,3916,326355.71
2026-04-12 15:34:44.816963,New Year Offer,YouTube,35-44,Female,Chennai,Returning,89608,3324,537,134,28146,190489.41
2026-04-12 17:19:35.995199,Diwali Campaign,Instagram,55+,Other,Pune,New,95953,1291,390,49,30375,122742.46
2026-04-12 19:04:27.173434,Festival Campaign,Email,18-24,Other,Ahmedabad,New,126327,2935,891,129,14430,118432.75
2026-04-12 20:49:18.351670,Product Launch,Instagram,35-44,Male,Ahmedabad,Returning,81979,1603,308,28,33317,25032.27
2026-04-12 22:34:09.529905,New Year Offer,Instagram,45-54,Female,Delhi,Returning,113146,4547,1256,361,42037,793904.22
2026-04-13 00:19:00.708141,New Year Offer,YouTube,55+,Other,Ahmedabad,Returning,112331,7290,1463,273,15759,760929.65
2026-04-13 02:03:51.886377,Summer Sale,Instagram,45-54,Male,Jaipur,Returning,40993,580,162,15,41810,12862.0
2026-04-13 03:48:43.064612,Clearance Sale,Facebook,18-24,Other,Hyderabad,Returning,138238,10435,3635,954,44580,652785.51
2026-04-13 05:33:34.242848,Winter Sale,Facebook,55+,Male,Hyderabad,Returning,84663,3874,584,119,32348,337554.57
2026-04-13 07:18:25.421084,Monsoon Offer,Google Ads,35-44,Other,Chennai,Returning,59483,5752,1444,133,17705,105511.21
2026-04-13 09:03:16.599319,Winter Sale,YouTube,18-24,Other,Kolkata,Returning,126747,7751,1415,253,28346,284857.08
2026-04-13 10:48:07.777555,Product Launch,Google Ads,55+,Male,Delhi,New,47879,3802,867,152,42499,429207.78
2026-04-13 12:32:58.955791,Diwali Campaign,Facebook,55+,Female,Hyderabad,New,13888,1215,383,42,33726,105306.38
2026-04-13 14:17:50.134026,Winter Sale,Google Ads,45-54,Male,Mumbai,New,75713,6813,1184,204,14539,276806.48
2026-04-13 16:02:41.312262,Festival Campaign,YouTube,18-24,Female,Nagpur,New,133825,7582,754,107,6698,308836.17
2026-04-13 17:47:32.490498,Winter Sale,YouTube,35-44,Other,Hyderabad,Returning,17426,796,235,54,35969,103686.55
2026-04-13 19:32:23.668733,Product Launch,Instagram,35-44,Other,Bangalore,New,80031,4837,1111,90,7237,61255.86
2026-04-13 21:17:14.846969,Monsoon Offer,Email,18-24,Male,Mumbai,New,20047,925,186,19,19334,42895.68
2026-04-13 23:02:06.025205,Winter Sale,Instagram,18-24,Male,Kolkata,Returning,31366,993,128,36,22553,66354.96
2026-04-14 00:46:57.203440,Festival Campaign,YouTube,25-34,Female,Mumbai,New,35080,1373,144,25,5864,48286.75
2026-04-14 02:31:48.381676,Summer Sale,Facebook,45-54,Female,Ahmedabad,New,28788,890,138,16,42128,47764.17
2026-04-14 04:16:39.559911,Diwali Campaign,Facebook,18-24,Female,Nagpur,New,70633,2419,663,168,18326,148056.0
2026-04-14 06:01:30.738147,Product Launch,Instagram,18-24,Male,Pune,New,137461,2532,484,129,8412,276316.68
2026-04-14 07:46:21.916383,Summer Sale,YouTube,25-34,Other,Nagpur,New,146731,7099,1660,209,12349,344192.22
2026-04-14 09:31:13.094618,Summer Sale,Facebook,25-34,Male,Hyderabad,Returning,43921,1369,139,32,42195,37751.45
2026-04-14 11:16:04.272854,Summer Sale,YouTube,55+,Other,Chennai,Returning,145233,7312,828,178,35869,397627.43
2026-04-14 13:00:55.451090,New Year Offer,Facebook,35-44,Male,Jaipur,Returning,34982,2843,236,57,36144,123720.33
2026-04-14 14:45:46.629325,Diwali Campaign,YouTube,45-54,Male,Kolkata,New,79014,3978,1041,263,11397,694645.53
2026-04-14 16:30:37.807561,Monsoon Offer,Google Ads,55+,Female,Chennai,New,62632,6007,909,204,14916,550223.31
2026-04-14 18:15:28.985797,Clearance Sale,YouTube,18-24,Other,Hyderabad,New,130056,3030,1033,299,18372,569460.04
2026-04-14 20:00:20.164032,Diwali Campaign,YouTube,25-34,Male,Chennai,Returning,85696,7414,1210,326,46017,428341.64
2026-04-14 21:45:11.342268,New Year Offer,Instagram,35-44,Male,Bangalore,New,110750,3582,638,83,39431,151387.94
2026-04-14 23:30:02.520504,Clearance Sale,Google Ads,55+,Other,Mumbai,New,68926,6482,1340,376,49246,525699.82
2026-04-15 01:14:53.698739,Diwali Campaign,Email,35-44,Male,Jaipur,New,83137,2530,420,66,25678,78763.75
2026-04-15 02:59:44.876975,Summer Sale,Instagram,25-34,Other,Hyderabad,New,79053,6104,1835,440,36828,826732.92
2026-04-15 04:44:36.055211,Product Launch,Email,55+,Female,Ahmedabad,Returning,80338,1252,396,105,24947,225207.72
2026-04-15 06:29:27.233446,Clearance Sale,Facebook,55+,Female,Kolkata,Returning,120694,8048,667,117,8124,231242.1
2026-04-15 08:14:18.411682,Festival Campaign,Email,35-44,Other,Ahmedabad,New,94295,2798,718,65,44849,187593.17
2026-04-15 09:59:09.589917,Festival Campaign,YouTube,25-34,Female,Mumbai,Returning,147816,10393,2756,796,32921,992285.88
2026-04-15 11:44:00.768153,Winter Sale,Email,18-24,Other,Jaipur,Returning,98309,6608,2243,215,20946,307633.66
2026-04-15 13:28:51.946389,Clearance Sale,Instagram,55+,Male,Mumbai,Returning,123721,11522,2074,324,22579,702790.69
2026-04-15 15:13:43.124624,Product Launch,Instagram,18-24,Male,Delhi,New,60123,3992,529,111,48458,222099.52
2026-04-15 16:58:34.302860,Monsoon Offer,Email,25-34,Other,Ahmedabad,Returning,123732,5783,1275,134,34658,67624.23
2026-04-15 18:43:25.481096,New Year Offer,Instagram,55+,Male,Mumbai,Returning,82672,2266,455,120,36578,153685.64
2026-04-15 20:28:16.659331,Summer Sale,Instagram,55+,Female,Mumbai,New,62238,4305,1264,157,12250,178101.53
2026-04-15 22:13:07.837567,Winter Sale,Email,18-24,Male,Chennai,Returning,23417,479,155,46,28836,119590.21
2026-04-15 23:57:59.015803,Festival Campaign,Google Ads,45-54,Male,Hyderabad,Returning,100841,8527,881,248,33163,661074.21
2026-04-16 01:42:50.194038,New Year Offer,Google Ads,18-24,Other,Chennai,Returning,47719,1539,474,100,30122,120973.29
2026-04-16 03:27:41.372274,New Year Offer,Facebook,18-24,Female,Delhi,New,14002,800,260,58,13038,43800.32
2026-04-16 05:12:32.550510,Summer Sale,Instagram,45-54,Male,Nagpur,New,143404,9125,3006,593,7412,600711.89
2026-04-16 06:57:23.728745,Monsoon Offer,Email,25-34,Male,Nagpur,Returning,36149,1540,441,73,7398,68723.73
2026-04-16 08:42:14.906981,Monsoon Offer,Instagram,25-34,Other,Chennai,New,104994,7323,2053,323,45085,353229.05
2026-04-16 10:27:06.085217,Clearance Sale,YouTube,55+,Other,Pune,New,108989,3544,297,82,31236,89102.2
2026-04-16 12:11:57.263452,Festival Campaign,Instagram,35-44,Female,Ahmedabad,New,95808,1256,412,85,3657,144465.71
2026-04-16 13:56:48.441688,Monsoon Offer,Instagram,35-44,Male,Chennai,Returning,68923,6639,1161,303,35820,393628.35
2026-04-16 15:41:39.619923,Product Launch,Google Ads,55+,Other,Bangalore,Returning,27352,1061,96,18,48400,34191.98
2026-04-16 17:26:30.798159,Monsoon Offer,Email,35-44,Other,Bangalore,New,71081,5275,1010,149,20492,202690.15
2026-04-16 19:11:21.976395,New Year Offer,Instagram,18-24,Other,Kolkata,Returning,31645,1761,489,48,36754,121761.23
2026-04-16 20:56:13.154630,Summer Sale,Google Ads,18-24,Female,Delhi,New,35343,2481,494,74,25410,212896.61
2026-04-16 22:41:04.332866,Product Launch,Facebook,45-54,Other,Delhi,New,10645,212,60,16,11402,24156.74
2026-04-17 00:25:55.511102,Clearance Sale,Google Ads,45-54,Female,Chennai,Returning,41775,2368,515,121,36543,75464.23
2026-04-17 02:10:46.689337,Festival Campaign,Google Ads,55+,Female,Jaipur,New,14121,639,102,25,12106,27473.64
2026-04-17 03:55:37.867573,Clearance Sale,Google Ads,55+,Male,Mumbai,New,73742,3736,503,125,48238,94330.68
2026-04-17 05:40:29.045809,New Year Offer,Instagram,55+,Male,Hyderabad,New,19271,1868,361,38,26823,51752.57
2026-04-17 07:25:20.224044,Product Launch,Instagram,18-24,Female,Mumbai,New,120821,2690,241,27,36273,57045.21
2026-04-17 09:10:11.402280,Product Launch,Facebook,35-44,Male,Mumbai,Returning,85828,6687,1297,194,39066,348670.34
2026-04-17 10:55:02.580516,Product Launch,YouTube,55+,Male,Delhi,New,105011,4172,411,60,29433,66431.35
2026-04-17 12:39:53.758751,New Year Offer,YouTube,55+,Other,Delhi,Returning,48682,1758,556,52,33731,125743.68
2026-04-17 14:24:44.936987,New Year Offer,YouTube,18-24,Male,Bangalore,New,83749,2878,677,77,23572,63810.04
2026-04-17 16:09:36.115223,Clearance Sale,Facebook,18-24,Female,Delhi,Returning,74747,3093,786,210,46197,224802.89
2026-04-17 17:54:27.293458,Winter Sale,YouTube,18-24,Male,Chennai,New,11903,501,79,16,14105,35041.89
2026-04-17 19:39:18.471694,Clearance Sale,YouTube,35-44,Other,Bangalore,New,112413,3863,544,84,22385,83419.22
2026-04-17 21:24:09.649929,Festival Campaign,Google Ads,55+,Female,Ahmedabad,Returning,96534,6764,1833,358,34741,786492.63
2026-04-17 23:09:00.828165,Summer Sale,Instagram,25-34,Male,Mumbai,Returning,132702,1896,495,68,4951,200080.03
2026-04-18 00:53:52.006401,Product Launch,Instagram,25-34,Female,Ahmedabad,New,28319,1130,127,26,5370,67037.96
2026-04-18 02:38:43.184636,Winter Sale,Google Ads,55+,Male,Mumbai,New,108919,3835,553,53,41921,47701.4
2026-04-18 04:23:34.362872,Summer Sale,Google Ads,55+,Other,Mumbai,New,86178,6689,2244,625,44047,1125778.78
2026-04-18 06:08:25.541108,Winter Sale,Google Ads,55+,Male,Kolkata,New,81991,1900,308,40,25867,62232.16
2026-04-18 07:53:16.719343,Monsoon Offer,Instagram,55+,Female,Mumbai,New,78309,7412,644,167,14581,497521.98
2026-04-18 09:38:07.897579,Monsoon Offer,YouTube,35-44,Female,Jaipur,Returning,37377,947,92,20,30870,58220.04
2026-04-18 11:22:59.075815,Diwali Campaign,Google Ads,25-34,Female,Ahmedabad,Returning,68336,2959,856,166,5734,135751.5
2026-04-18 13:07:50.254050,Monsoon Offer,Facebook,45-54,Male,Mumbai,New,85312,2386,678,192,5256,532190.82
2026-04-18 14:52:41.432286,Clearance Sale,Google Ads,25-34,Male,Pune,Returning,104941,3757,687,78,38737,76716.58
2026-04-18 16:37:32.610522,Monsoon Offer,Email,25-34,Male,Pune,Returning,69229,5433,659,70,13502,90904.01
2026-04-18 18:22:23.788757,New Year Offer,Google Ads,18-24,Other,Pune,New,75679,4001,858,129,39045,178474.07
2026-04-18 20:07:14.966993,Product Launch,Instagram,55+,Other,Chennai,Returning,35698,879,149,39,47528,47465.15
2026-04-18 21:52:06.145229,Clearance Sale,Google Ads,55+,Other,Bangalore,New,55169,783,141,12,6969,31597.31
2026-04-18 23:36:57.323464,Summer Sale,Email,55+,Female,Ahmedabad,Returning,108574,3332,501,66,46677,87438.85
2026-04-19 01:21:48.501700,Diwali Campaign,Facebook,18-24,Female,Mumbai,Returning,51022,4852,470,81,43688,205889.53
2026-04-19 03:06:39.679935,Diwali Campaign,YouTube,35-44,Female,Nagpur,Returning,76543,6588,1934,458,4488,1367561.45
2026-04-19 04:51:30.858171,Diwali Campaign,Google Ads,35-44,Female,Bangalore,Returning,102955,5108,1261,183,29234,476148.4
2026-04-19 06:36:22.036407,Summer Sale,Email,45-54,Female,Nagpur,Returning,118768,6339,1935,345,46027,471048.27
2026-04-19 08:21:13.214642,Summer Sale,Email,35-44,Male,Hyderabad,New,106416,9677,2088,321,13807,731280.05
2026-04-19 10:06:04.392878,Summer Sale,Facebook,35-44,Female,Jaipur,Returning,148275,9374,3242,325,46977,596312.8
2026-04-19 11:50:55.571114,Summer Sale,Instagram,55+,Male,Hyderabad,New,46492,4150,1410,341,45091,841006.41
2026-04-19 13:35:46.749349,Diwali Campaign,Google Ads,25-34,Other,Delhi,Returning,104525,5672,869,157,37955,138590.73
2026-04-19 15:20:37.927585,Diwali Campaign,Email,35-44,Other,Bangalore,Returning,120230,3367,621,160,24594,335253.84
2026-04-19 17:05:29.105821,Winter Sale,Facebook,35-44,Other,Nagpur,Returning,98519,7421,2101,489,19047,1190307.63
2026-04-19 18:50:20.284056,Clearance Sale,YouTube,18-24,Other,Kolkata,New,68636,3938,1140,105,12788,252323.23
2026-04-19 20:35:11.462292,Product Launch,Email,45-54,Other,Mumbai,Returning,65639,4605,1500,285,47486,829060.02
2026-04-19 22:20:02.640528,Monsoon Offer,Facebook,18-24,Female,Chennai,Returning,50685,1224,313,93,48339,60080.65
2026-04-20 00:04:53.818763,Monsoon Offer,Instagram,55+,Female,Ahmedabad,New,25739,1757,365,53,19749,72315.77
2026-04-20 01:49:44.996999,New Year Offer,Instagram,25-34,Female,Mumbai,New,30704,1363,248,46,46491,77803.66
2026-04-20 03:34:36.175235,Diwali Campaign,Email,45-54,Other,Ahmedabad,New,105688,4214,814,181,22435,230668.0
