Date,Campaign,Channel,Age_Group,Gender,Location,Customer_Type,Impressions,Clicks,Leads,Conversions,Marketing_Spend,Revenue,CTR,Lead_Rate,Conversion_Rate,CPC,CPA,ROAS,ROI,Month,Month_Number
2026-02-24 09:25:10.142028,Diwali Campaign,Instagram,25-34,Female,Nagpur,Returning,28134,1129,248,41,9539,22176.87,4.01,21.97,3.63,8.45,232.66,2.32,132.49,February,2
2026-02-24 11:10:01.320264,Summer Sale,Instagram,25-34,Male,Hyderabad,New,17575,605,132,14,24754,29518.44,3.44,21.82,2.31,40.92,1768.14,1.19,19.25,February,2
2026-02-24 12:54:52.498499,Winter Sale,YouTube,55+,Other,Chennai,New,86899,8063,2013,369,7223,808813.95,9.28,24.97,4.58,0.9,19.57,111.98,11097.76,February,2
2026-02-24 14:39:43.676735,Monsoon Offer,Email,45-54,Female,Delhi,New,98307,3040,444,101,30320,189819.98,3.09,14.61,3.32,9.97,300.2,6.26,526.06,February,2
2026-02-24 16:24:34.854970,Product Launch,Instagram,55+,Male,Nagpur,Returning,104265,5429,464,74,8302,76296.83,5.21,8.55,1.36,1.53,112.19,9.19,819.02,February,2
2026-02-24 18:09:26.033206,Winter Sale,Instagram,35-44,Female,Kolkata,Returning,29812,2866,480,56,48633,95518.92,9.61,16.75,1.95,16.97,868.45,1.96,96.41,February,2
2026-02-24 19:54:17.211442,Winter Sale,Email,25-34,Male,Jaipur,Returning,54522,4859,911,163,31615,244551.94,8.91,18.75,3.35,6.51,193.96,7.74,673.53,February,2
2026-02-24 21:39:08.389677,Winter Sale,Google Ads,35-44,Other,Jaipur,Returning,98383,3722,936,231,22272,678381.21,3.78,25.15,6.21,5.98,96.42,30.46,2945.89,February,2
2026-02-24 23:23:59.567913,Clearance Sale,Instagram,55+,Other,Nagpur,Returning,34932,1375,455,44,24241,112714.63,3.94,33.09,3.2,17.63,550.93,4.65,364.98,February,2
2026-02-25 01:08:50.746149,Winter Sale,Facebook,45-54,Female,Nagpur,Returning,58966,3738,504,48,36434,115427.95,6.34,13.48,1.28,9.75,759.04,3.17,216.81,February,2
2026-02-25 02:53:41.924384,New Year Offer,Email,55+,Other,Hyderabad,Returning,55580,5147,1366,204,44892,194347.59,9.26,26.54,3.96,8.72,220.06,4.33,332.92,February,2
2026-02-25 04:38:33.102620,Summer Sale,Instagram,45-54,Other,Kolkata,Returning,118113,1287,136,23,33798,30534.8,1.09,10.57,1.79,26.26,1469.48,0.9,-9.66,February,2
2026-02-25 06:23:24.280856,Diwali Campaign,YouTube,45-54,Male,Delhi,Returning,36199,1642,215,27,8138,39130.55,4.54,13.09,1.64,4.96,301.41,4.81,380.84,February,2
2026-02-25 08:08:15.459091,Festival Campaign,Facebook,18-24,Other,Chennai,New,113528,9817,2134,183,39620,316877.1,8.65,21.74,1.86,4.04,216.5,8.0,699.79,February,2
2026-02-25 09:53:06.637327,Winter Sale,Instagram,25-34,Male,Ahmedabad,Returning,22688,1065,288,36,7140,20720.21,4.69,27.04,3.38,6.7,198.33,2.9,190.2,February,2
2026-02-25 11:37:57.815563,Product Launch,Facebook,55+,Male,Ahmedabad,New,100640,7528,2347,412,16533,816799.5,7.48,31.18,5.47,2.2,40.13,49.4,4840.42,February,2
2026-02-25 13:22:48.993798,Winter Sale,Facebook,45-54,Female,Pune,Returning,70539,5098,1431,139,46136,193855.15,7.23,28.07,2.73,9.05,331.91,4.2,320.18,February,2
2026-02-25 15:07:40.172034,Product Launch,Google Ads,55+,Male,Chennai,New,141135,4021,338,80,36385,152335.43,2.85,8.41,1.99,9.05,454.81,4.19,318.68,February,2
2026-02-25 16:52:31.350270,New Year Offer,Facebook,55+,Other,Kolkata,Returning,87688,4425,1171,235,48818,122774.8,5.05,26.46,5.31,11.03,207.74,2.51,151.49,February,2
2026-02-25 18:37:22.528505,Product Launch,Google Ads,45-54,Male,Kolkata,New,94732,5774,1747,306,16944,398896.35,6.1,30.26,5.3,2.93,55.37,23.54,2254.2,February,2
2026-02-25 20:22:13.706741,Monsoon Offer,Email,35-44,Male,Delhi,Returning,13135,977,216,41,34973,99288.27,7.44,22.11,4.2,35.8,853.0,2.84,183.9,February,2
2026-02-25 22:07:04.884976,Festival Campaign,Google Ads,25-34,Female,Jaipur,Returning,27564,2315,788,176,15185,308475.88,8.4,34.04,7.6,6.56,86.28,20.31,1931.45,February,2
2026-02-25 23:51:56.063212,Summer Sale,YouTube,25-34,Other,Pune,Returning,73258,5742,466,139,5444,343638.35,7.84,8.12,2.42,0.95,39.17,63.12,6212.24,February,2
2026-02-26 01:36:47.241448,Product Launch,Instagram,18-24,Other,Delhi,New,113813,1428,429,107,13514,240471.9,1.25,30.04,7.49,9.46,126.3,17.79,1679.43,February,2
2026-02-26 03:21:38.419683,Product Launch,Email,18-24,Other,Pune,Returning,37462,2635,449,89,23617,234719.83,7.03,17.04,3.38,8.96,265.36,9.94,893.86,February,2
2026-02-26 05:06:29.597919,Summer Sale,Email,18-24,Male,Jaipur,New,66682,3651,933,232,4350,120317.28,5.48,25.55,6.35,1.19,18.75,27.66,2665.91,February,2
2026-02-26 06:51:20.776155,Festival Campaign,YouTube,25-34,Other,Bangalore,New,12728,784,209,38,30406,43825.92,6.16,26.66,4.85,38.78,800.16,1.44,44.14,February,2
2026-02-26 08:36:11.954390,Winter Sale,Google Ads,35-44,Other,Pune,New,148703,6478,1053,156,21659,292032.67,4.36,16.26,2.41,3.34,138.84,13.48,1248.32,February,2
2026-02-26 10:21:03.132626,Product Launch,Instagram,25-34,Male,Delhi,New,34974,2597,905,124,25634,353715.6,7.43,34.85,4.77,9.87,206.73,13.8,1279.87,February,2
2026-02-26 12:05:54.310862,Summer Sale,Google Ads,25-34,Female,Bangalore,New,125092,8837,953,159,37685,349716.6,7.06,10.78,1.8,4.26,237.01,9.28,828.0,February,2
2026-02-26 13:50:45.489097,Monsoon Offer,Facebook,25-34,Female,Nagpur,Returning,111177,6910,845,68,13269,111620.09,6.22,12.23,0.98,1.92,195.13,8.41,741.21,February,2
2026-02-26 15:35:36.667333,Monsoon Offer,Google Ads,25-34,Male,Chennai,New,123795,10837,3477,413,3608,340870.92,8.75,32.08,3.81,0.33,8.74,94.48,9347.64,February,2
2026-02-26 17:20:27.845569,New Year Offer,Email,35-44,Female,Hyderabad,New,94614,1813,203,21,28344,36393.81,1.92,11.2,1.16,15.63,1349.71,1.28,28.4,February,2
2026-02-26 19:05:19.023804,Summer Sale,Instagram,18-24,Female,Delhi,New,71816,2663,487,141,14121,225983.16,3.71,18.29,5.29,5.3,100.15,16.0,1500.33,February,2
2026-02-26 20:50:10.202040,New Year Offer,Google Ads,55+,Female,Nagpur,New,58526,3193,887,83,42834,203026.98,5.46,27.78,2.6,13.41,516.07,4.74,373.99,February,2
2026-02-26 22:35:01.380276,Monsoon Offer,Instagram,18-24,Other,Ahmedabad,Returning,63467,6110,1794,341,38157,522879.72,9.63,29.36,5.58,6.25,111.9,13.7,1270.34,February,2
2026-02-27 00:19:52.558511,Festival Campaign,Instagram,18-24,Female,Ahmedabad,Returning,126609,2086,704,198,3167,256824.85,1.65,33.75,9.49,1.52,15.99,81.09,8009.4,February,2
2026-02-27 02:04:43.736747,Winter Sale,Facebook,55+,Other,Kolkata,Returning,134420,5422,1589,339,42543,245537.43,4.03,29.31,6.25,7.85,125.5,5.77,477.15,February,2
2026-02-27 03:49:34.914982,Summer Sale,Facebook,25-34,Female,Delhi,New,89430,8346,2570,485,6256,298882.54,9.33,30.79,5.81,0.75,12.9,47.78,4677.53,February,2
2026-02-27 05:34:26.093218,Diwali Campaign,Email,35-44,Other,Mumbai,New,36965,3356,1128,274,5479,437807.08,9.08,33.61,8.16,1.63,20.0,79.91,7890.64,February,2
2026-02-27 07:19:17.271454,Monsoon Offer,YouTube,35-44,Male,Hyderabad,New,69807,6134,1407,221,26975,302141.24,8.79,22.94,3.6,4.4,122.06,11.2,1020.08,February,2
2026-02-27 09:04:08.449689,Monsoon Offer,Instagram,18-24,Male,Mumbai,Returning,62520,2360,407,49,44939,92527.21,3.77,17.25,2.08,19.04,917.12,2.06,105.9,February,2
2026-02-27 10:48:59.627925,Diwali Campaign,YouTube,55+,Female,Chennai,New,140030,12072,3448,918,30010,2092875.76,8.62,28.56,7.6,2.49,32.69,69.74,6873.93,February,2
2026-02-27 12:33:50.806161,Clearance Sale,Email,45-54,Other,Kolkata,Returning,108983,6046,750,69,38584,41401.18,5.55,12.4,1.14,6.38,559.19,1.07,7.3,February,2
2026-02-27 14:18:41.984396,Monsoon Offer,Instagram,25-34,Male,Hyderabad,New,132194,8695,855,220,11982,382919.41,6.58,9.83,2.53,1.38,54.46,31.96,3095.79,February,2
2026-02-27 16:03:33.162632,Product Launch,Instagram,18-24,Male,Bangalore,New,92667,2918,852,87,48797,230978.89,3.15,29.2,2.98,16.72,560.89,4.73,373.35,February,2
2026-02-27 17:48:24.340868,Festival Campaign,YouTube,35-44,Male,Pune,Returning,139335,10255,3452,751,47146,1230075.27,7.36,33.66,7.32,4.6,62.78,26.09,2509.08,February,2
2026-02-27 19:33:15.519103,Summer Sale,Google Ads,55+,Male,Hyderabad,New,55110,2176,434,80,39769,144248.44,3.95,19.94,3.68,18.28,497.11,3.63,262.72,February,2
2026-02-27 21:18:06.697339,Diwali Campaign,Facebook,55+,Female,Jaipur,Returning,141032,5775,713,213,13640,365716.66,4.09,12.35,3.69,2.36,64.04,26.81,2581.21,February,2
2026-02-27 23:02:57.875575,Product Launch,Google Ads,18-24,Other,Bangalore,New,14789,995,213,35,43239,51606.88,6.73,21.41,3.52,43.46,1235.4,1.19,19.35,February,2
2026-02-28 00:47:49.053810,Diwali Campaign,YouTube,45-54,Male,Pune,Returning,10533,332,61,17,47634,13180.08,3.15,18.37,5.12,143.48,2802.0,0.28,-72.33,February,2
2026-02-28 02:32:40.232046,Summer Sale,Facebook,35-44,Female,Chennai,New,60970,1841,332,56,10740,45689.87,3.02,18.03,3.04,5.83,191.79,4.25,325.42,February,2
2026-02-28 04:17:31.410282,New Year Offer,Google Ads,18-24,Male,Ahmedabad,New,38776,1676,418,96,28702,90981.42,4.32,24.94,5.73,17.13,298.98,3.17,216.99,February,2
2026-02-28 06:02:22.588517,Summer Sale,Facebook,45-54,Male,Pune,New,28725,2298,292,64,41794,158810.34,8.0,12.71,2.79,18.19,653.03,3.8,279.98,February,2
2026-02-28 07:47:13.766753,Clearance Sale,Instagram,55+,Male,Jaipur,New,74367,2247,410,40,24134,47533.23,3.02,18.25,1.78,10.74,603.35,1.97,96.96,February,2
2026-02-28 09:32:04.944988,Summer Sale,Google Ads,25-34,Male,Kolkata,New,82230,6649,2091,509,14353,1460987.51,8.09,31.45,7.66,2.16,28.2,101.79,10078.97,February,2
2026-02-28 11:16:56.123224,Summer Sale,Facebook,35-44,Female,Pune,Returning,80542,5847,1619,203,14381,512661.36,7.26,27.69,3.47,2.46,70.84,35.65,3464.85,February,2
2026-02-28 13:01:47.301460,Clearance Sale,Facebook,35-44,Other,Hyderabad,Returning,102534,7291,692,114,43074,252094.09,7.11,9.49,1.56,5.91,377.84,5.85,485.26,February,2
2026-02-28 14:46:38.479695,Festival Campaign,Facebook,45-54,Female,Hyderabad,New,112849,5950,1301,327,18238,752421.79,5.27,21.87,5.5,3.07,55.77,41.26,4025.57,February,2
2026-02-28 16:31:29.657931,Monsoon Offer,Google Ads,18-24,Female,Kolkata,Returning,105623,8146,852,245,44711,151674.73,7.71,10.46,3.01,5.49,182.49,3.39,239.23,February,2
2026-02-28 18:16:20.836167,Summer Sale,Email,55+,Female,Hyderabad,Returning,113211,1269,429,87,49596,167124.69,1.12,33.81,6.86,39.08,570.07,3.37,236.97,February,2
2026-02-28 20:01:12.014402,Clearance Sale,Google Ads,45-54,Male,Chennai,Returning,14485,543,79,15,20616,42789.63,3.75,14.55,2.76,37.97,1374.4,2.08,107.56,February,2
2026-02-28 21:46:03.192638,Product Launch,YouTube,25-34,Other,Jaipur,Returning,76771,5460,1811,346,17422,206830.31,7.11,33.17,6.34,3.19,50.35,11.87,1087.18,February,2
2026-02-28 23:30:54.370874,New Year Offer,Google Ads,25-34,Male,Delhi,New,107519,10628,3243,842,44818,1033589.77,9.88,30.51,7.92,4.22,53.23,23.06,2206.19,February,2
2026-03-01 01:15:45.549109,New Year Offer,Facebook,25-34,Female,Delhi,Returning,76681,784,179,53,32638,33325.27,1.02,22.83,6.76,41.63,615.81,1.02,2.11,March,3
2026-03-01 03:00:36.727345,Summer Sale,Instagram,45-54,Male,Ahmedabad,Returning,11475,641,109,23,7728,44260.14,5.59,17.0,3.59,12.06,336.0,5.73,472.72,March,3
2026-03-01 04:45:27.905581,Festival Campaign,Google Ads,55+,Other,Nagpur,New,136803,12742,3970,648,27029,512245.02,9.31,31.16,5.09,2.12,41.71,18.95,1795.17,March,3
2026-03-01 06:30:19.083816,Festival Campaign,Google Ads,35-44,Other,Chennai,New,62073,5444,660,84,43047,142642.53,8.77,12.12,1.54,7.91,512.46,3.31,231.36,March,3
2026-03-01 08:15:10.262052,Product Launch,Facebook,18-24,Male,Nagpur,New,20047,242,31,3,21384,6899.62,1.21,12.81,1.24,88.36,7128.0,0.32,-67.73,March,3
2026-03-01 10:00:01.440288,Summer Sale,Instagram,35-44,Female,Delhi,New,136104,7847,1103,295,33089,268773.42,5.77,14.06,3.76,4.22,112.17,8.12,712.27,March,3
2026-03-01 11:44:52.618523,New Year Offer,Instagram,55+,Male,Pune,New,105957,1100,265,79,25390,188684.48,1.04,24.09,7.18,23.08,321.39,7.43,643.14,March,3
2026-03-01 13:29:43.796759,Festival Campaign,YouTube,35-44,Female,Pune,New,103491,8389,1383,323,36007,210115.1,8.11,16.49,3.85,4.29,111.48,5.84,483.54,March,3
2026-03-01 15:14:34.974994,Summer Sale,Google Ads,45-54,Other,Pune,New,97599,3689,1280,371,26823,324276.71,3.78,34.7,10.06,7.27,72.3,12.09,1108.95,March,3
2026-03-01 16:59:26.153230,Diwali Campaign,Instagram,25-34,Male,Hyderabad,New,58444,4611,611,95,5190,114026.21,7.89,13.25,2.06,1.13,54.63,21.97,2097.04,March,3
2026-03-01 18:44:17.331466,Festival Campaign,Instagram,55+,Other,Hyderabad,Returning,96858,9204,2738,597,40459,1486677.86,9.5,29.75,6.49,4.4,67.77,36.75,3574.53,March,3
2026-03-01 20:29:08.509701,Clearance Sale,Email,55+,Female,Mumbai,New,121897,11927,1262,243,5015,637958.16,9.78,10.58,2.04,0.42,20.64,127.21,12621.0,March,3
2026-03-01 22:13:59.687937,Diwali Campaign,Email,35-44,Female,Pune,Returning,113351,10254,1798,334,24754,351017.14,9.05,17.53,3.26,2.41,74.11,14.18,1318.02,March,3
2026-03-01 23:58:50.866173,Monsoon Offer,Instagram,45-54,Male,Pune,New,67895,1926,280,61,19546,45107.03,2.84,14.54,3.17,10.15,320.43,2.31,130.77,March,3
2026-03-02 01:43:42.044408,Festival Campaign,YouTube,35-44,Male,Bangalore,New,118500,3260,1120,166,44309,434900.82,2.75,34.36,5.09,13.59,266.92,9.82,881.52,March,3
2026-03-02 03:28:33.222644,New Year Offer,Instagram,35-44,Male,Kolkata,Returning,72559,4812,418,92,3030,195354.51,6.63,8.69,1.91,0.63,32.93,64.47,6347.34,March,3
2026-03-02 05:13:24.400880,Winter Sale,Facebook,55+,Other,Delhi,New,41092,2422,665,151,9601,135090.43,5.89,27.46,6.23,3.96,63.58,14.07,1307.05,March,3
2026-03-02 06:58:15.579115,Diwali Campaign,Google Ads,35-44,Female,Hyderabad,New,39768,431,63,16,27389,30308.67,1.08,14.62,3.71,63.55,1711.81,1.11,10.66,March,3
2026-03-02 08:43:06.757351,Monsoon Offer,YouTube,25-34,Female,Jaipur,Returning,44604,2018,603,145,46098,388734.64,4.52,29.88,7.19,22.84,317.92,8.43,743.28,March,3
2026-03-02 10:27:57.935587,Product Launch,Facebook,35-44,Other,Hyderabad,Returning,97824,8960,1469,220,21559,148233.22,9.16,16.4,2.46,2.41,98.0,6.88,587.57,March,3
2026-03-02 12:12:49.113822,Product Launch,YouTube,25-34,Male,Jaipur,Returning,56760,5156,673,120,24449,85116.37,9.08,13.05,2.33,4.74,203.74,3.48,248.14,March,3
2026-03-02 13:57:40.292058,New Year Offer,Facebook,55+,Male,Mumbai,Returning,16476,467,124,13,20231,15392.25,2.83,26.55,2.78,43.32,1556.23,0.76,-23.92,March,3
2026-03-02 15:42:31.470294,Festival Campaign,Google Ads,45-54,Other,Jaipur,Returning,139416,6186,925,126,27276,268462.63,4.44,14.95,2.04,4.41,216.48,9.84,884.24,March,3
2026-03-02 17:27:22.648529,Summer Sale,Google Ads,25-34,Female,Hyderabad,Returning,108138,6535,1379,268,32416,253265.7,6.04,21.1,4.1,4.96,120.96,7.81,681.3,March,3
2026-03-02 19:12:13.826765,Festival Campaign,Email,45-54,Female,Ahmedabad,New,117620,10203,1178,120,48795,304910.16,8.67,11.55,1.18,4.78,406.62,6.25,524.88,March,3
2026-03-02 20:57:05.005001,New Year Offer,Facebook,45-54,Female,Hyderabad,New,126070,7296,2011,413,10977,981319.16,5.79,27.56,5.66,1.5,26.58,89.4,8839.78,March,3
2026-03-02 22:41:56.183236,Product Launch,Email,25-34,Female,Chennai,New,85498,8305,1576,261,40100,496555.67,9.71,18.98,3.14,4.83,153.64,12.38,1138.29,March,3
2026-03-03 00:26:47.361472,Festival Campaign,Facebook,55+,Other,Ahmedabad,New,38439,3148,371,32,17294,25285.42,8.19,11.79,1.02,5.49,540.44,1.46,46.21,March,3
2026-03-03 02:11:38.539707,Product Launch,Email,18-24,Female,Pune,New,13400,1283,359,63,12204,187144.62,9.57,27.98,4.91,9.51,193.71,15.33,1433.47,March,3
2026-03-03 03:56:29.717943,Diwali Campaign,Google Ads,45-54,Other,Delhi,Returning,99976,7581,818,116,22408,200109.75,7.58,10.79,1.53,2.96,193.17,8.93,793.03,March,3
2026-03-03 05:41:20.896179,Monsoon Offer,YouTube,45-54,Male,Jaipur,Returning,139418,12406,2917,276,38838,449930.47,8.9,23.51,2.22,3.13,140.72,11.58,1058.48,March,3
2026-03-03 07:26:12.074414,Summer Sale,Email,55+,Other,Hyderabad,New,34610,2934,715,103,20458,307859.04,8.48,24.37,3.51,6.97,198.62,15.05,1404.83,March,3
2026-03-03 09:11:03.252650,Diwali Campaign,Facebook,55+,Female,Hyderabad,Returning,61356,2015,667,96,25352,255328.38,3.28,33.1,4.76,12.58,264.08,10.07,907.13,March,3
2026-03-03 10:55:54.430886,Product Launch,Facebook,35-44,Male,Jaipur,New,29728,911,110,17,23867,27895.63,3.06,12.07,1.87,26.2,1403.94,1.17,16.88,March,3
2026-03-03 12:40:45.609121,Product Launch,Google Ads,55+,Other,Nagpur,Returning,127702,11211,2874,461,26613,713170.44,8.78,25.64,4.11,2.37,57.73,26.8,2579.78,March,3
2026-03-03 14:25:36.787357,Winter Sale,Facebook,45-54,Other,Delhi,New,39067,688,125,21,16654,15535.24,1.76,18.17,3.05,24.21,793.05,0.93,-6.72,March,3
2026-03-03 16:10:27.965593,Winter Sale,Instagram,25-34,Other,Bangalore,New,55262,2584,486,48,26704,135181.41,4.68,18.81,1.86,10.33,556.33,5.06,406.22,March,3
2026-03-03 17:55:19.143828,Diwali Campaign,YouTube,18-24,Male,Kolkata,New,11628,975,210,17,20119,44360.43,8.38,21.54,1.74,20.63,1183.47,2.2,120.49,March,3
2026-03-03 19:40:10.322064,Clearance Sale,Email,35-44,Other,Pune,Returning,115068,9572,1369,331,11133,422027.06,8.32,14.3,3.46,1.16,33.63,37.91,3690.78,March,3
2026-03-03 21:25:01.500300,Diwali Campaign,YouTube,25-34,Female,Ahmedabad,Returning,85057,1912,391,60,33760,142998.19,2.25,20.45,3.14,17.66,562.67,4.24,323.57,March,3
2026-03-03 23:09:52.678535,Winter Sale,Google Ads,18-24,Male,Hyderabad,New,114049,6146,1631,350,19037,842388.25,5.39,26.54,5.69,3.1,54.39,44.25,4325.01,March,3
2026-03-04 00:54:43.856771,Product Launch,Email,18-24,Male,Mumbai,Returning,69853,3715,755,111,25205,118745.22,5.32,20.32,2.99,6.78,227.07,4.71,371.12,March,3
2026-03-04 02:39:35.035007,New Year Offer,Email,18-24,Other,Delhi,New,44058,1724,157,46,46816,93570.38,3.91,9.11,2.67,27.16,1017.74,2.0,99.87,March,3
2026-03-04 04:24:26.213242,Diwali Campaign,Instagram,25-34,Female,Jaipur,New,66162,6123,916,136,25060,154709.79,9.25,14.96,2.22,4.09,184.26,6.17,517.36,March,3
2026-03-04 06:09:17.391478,Product Launch,Google Ads,35-44,Male,Hyderabad,Returning,104416,7181,1255,267,19079,660748.94,6.88,17.48,3.72,2.66,71.46,34.63,3363.23,March,3
2026-03-04 07:54:08.569713,New Year Offer,Facebook,35-44,Other,Ahmedabad,New,48891,4801,843,108,23861,95528.62,9.82,17.56,2.25,4.97,220.94,4.0,300.35,March,3
2026-03-04 09:38:59.747949,New Year Offer,Instagram,18-24,Female,Mumbai,New,146002,2337,238,46,19479,99924.19,1.6,10.18,1.97,8.34,423.46,5.13,412.98,March,3
2026-03-04 11:23:50.926185,Winter Sale,Instagram,25-34,Other,Kolkata,New,60107,2734,550,114,12103,149913.34,4.55,20.12,4.17,4.43,106.17,12.39,1138.65,March,3
2026-03-04 13:08:42.104420,Diwali Campaign,YouTube,18-24,Other,Kolkata,Returning,71953,6127,1634,196,32458,115729.21,8.52,26.67,3.2,5.3,165.6,3.57,256.55,March,3
2026-03-04 14:53:33.282656,Festival Campaign,YouTube,55+,Male,Ahmedabad,New,118433,5689,529,56,40156,45318.65,4.8,9.3,0.98,7.06,717.07,1.13,12.86,March,3
2026-03-04 16:38:24.460892,Summer Sale,YouTube,35-44,Male,Delhi,New,59108,1984,560,164,14498,350508.65,3.36,28.23,8.27,7.31,88.4,24.18,2317.63,March,3
2026-03-04 18:23:15.639127,Winter Sale,Instagram,45-54,Other,Mumbai,New,42574,4248,1435,396,23820,435515.16,9.98,33.78,9.32,5.61,60.15,18.28,1728.36,March,3
2026-03-04 20:08:06.817363,Winter Sale,Facebook,18-24,Male,Jaipur,New,115287,10212,842,189,11910,392664.21,8.86,8.25,1.85,1.17,63.02,32.97,3196.93,March,3
2026-03-04 21:52:57.995599,Festival Campaign,Email,55+,Male,Mumbai,Returning,110434,6535,864,232,46964,356596.86,5.92,13.22,3.55,7.19,202.43,7.59,659.3,March,3
2026-03-04 23:37:49.173834,Summer Sale,YouTube,35-44,Female,Chennai,New,33593,2034,461,46,26399,102662.05,6.05,22.66,2.26,12.98,573.89,3.89,288.89,March,3
2026-03-05 01:22:40.352070,Product Launch,Facebook,25-34,Female,Jaipur,New,98219,1042,144,34,26758,58900.63,1.06,13.82,3.26,25.68,787.0,2.2,120.12,March,3
2026-03-05 03:07:31.530306,Clearance Sale,Google Ads,35-44,Other,Pune,Returning,112044,11012,3154,450,10658,572115.48,9.83,28.64,4.09,0.97,23.68,53.68,5267.94,March,3
2026-03-05 04:52:22.708541,Diwali Campaign,YouTube,25-34,Other,Bangalore,Returning,68986,5695,935,185,46388,159941.37,8.26,16.42,3.25,8.15,250.75,3.45,244.79,March,3
2026-03-05 06:37:13.886777,Clearance Sale,Email,25-34,Other,Pune,Returning,146379,1947,310,76,34884,102808.67,1.33,15.92,3.9,17.92,459.0,2.95,194.72,March,3
2026-03-05 08:22:05.065013,Product Launch,Google Ads,18-24,Other,Bangalore,Returning,22904,592,47,4,18265,8348.94,2.58,7.94,0.68,30.85,4566.25,0.46,-54.29,March,3
2026-03-05 10:06:56.243248,Monsoon Offer,Google Ads,18-24,Female,Pune,Returning,115071,9653,1476,343,23065,806456.03,8.39,15.29,3.55,2.39,67.24,34.96,3396.45,March,3
2026-03-05 11:51:47.421484,Winter Sale,Email,35-44,Male,Mumbai,Returning,104714,1865,258,45,42958,40538.21,1.78,13.83,2.41,23.03,954.62,0.94,-5.63,March,3
2026-03-05 13:36:38.599719,Summer Sale,YouTube,55+,Female,Delhi,New,67965,6440,1112,196,35505,423493.48,9.48,17.27,3.04,5.51,181.15,11.93,1092.77,March,3
2026-03-05 15:21:29.777955,Winter Sale,Instagram,35-44,Other,Ahmedabad,New,111448,11143,1335,373,14411,353678.14,10.0,11.98,3.35,1.29,38.64,24.54,2354.22,March,3
2026-03-05 17:06:20.956191,New Year Offer,Email,45-54,Other,Hyderabad,Returning,149097,13385,3219,866,46573,913238.88,8.98,24.05,6.47,3.48,53.78,19.61,1860.88,March,3
2026-03-05 18:51:12.134426,Winter Sale,Email,25-34,Female,Bangalore,New,94724,7246,1046,96,35697,175516.14,7.65,14.44,1.32,4.93,371.84,4.92,391.68,March,3
2026-03-05 20:36:03.312662,Winter Sale,Email,25-34,Female,Hyderabad,Returning,17604,948,288,62,18162,75826.36,5.39,30.38,6.54,19.16,292.94,4.18,317.5,March,3
2026-03-05 22:20:54.490898,Product Launch,Google Ads,18-24,Other,Chennai,New,17871,311,48,8,9035,17231.91,1.74,15.43,2.57,29.05,1129.38,1.91,90.72,March,3
2026-03-06 00:05:45.669133,Product Launch,Facebook,55+,Male,Chennai,Returning,112318,8506,1164,123,25510,355401.31,7.57,13.68,1.45,3.0,207.4,13.93,1293.18,March,3
2026-03-06 01:50:36.847369,Product Launch,Instagram,18-24,Other,Hyderabad,Returning,86981,3976,379,101,49925,88095.28,4.57,9.53,2.54,12.56,494.31,1.76,76.46,March,3
2026-03-06 03:35:28.025605,Clearance Sale,YouTube,45-54,Female,Chennai,New,86574,5308,1485,142,9128,273531.35,6.13,27.98,2.68,1.72,64.28,29.97,2896.62,March,3
2026-03-06 05:20:19.203840,New Year Offer,YouTube,35-44,Other,Jaipur,Returning,121376,4418,959,83,29841,233084.58,3.64,21.71,1.88,6.75,359.53,7.81,681.09,March,3
2026-03-06 07:05:10.382076,Monsoon Offer,Facebook,35-44,Other,Hyderabad,New,121358,3858,427,52,41746,48948.77,3.18,11.07,1.35,10.82,802.81,1.17,17.25,March,3
2026-03-06 08:50:01.560312,Monsoon Offer,Email,55+,Male,Chennai,Returning,144577,5665,791,116,17817,164386.76,3.92,13.96,2.05,3.15,153.59,9.23,822.64,March,3
2026-03-06 10:34:52.738547,Product Launch,Instagram,18-24,Other,Bangalore,Returning,94605,7875,2753,257,23444,207923.82,8.32,34.96,3.26,2.98,91.22,8.87,786.9,March,3
2026-03-06 12:19:43.916783,Summer Sale,YouTube,18-24,Other,Delhi,New,26411,1277,380,84,5984,176827.92,4.84,29.76,6.58,4.69,71.24,29.55,2855.01,March,3
2026-03-06 14:04:35.095019,Clearance Sale,YouTube,45-54,Other,Chennai,Returning,108569,4131,720,126,22180,273780.02,3.8,17.43,3.05,5.37,176.03,12.34,1134.36,March,3
2026-03-06 15:49:26.273254,Festival Campaign,Email,35-44,Female,Hyderabad,New,19498,954,216,36,8444,77776.41,4.89,22.64,3.77,8.85,234.56,9.21,821.08,March,3
2026-03-06 17:34:17.451490,Summer Sale,Facebook,18-24,Female,Bangalore,New,66257,855,164,18,40699,33395.72,1.29,19.18,2.11,47.6,2261.06,0.82,-17.94,March,3
2026-03-06 19:19:08.629725,Diwali Campaign,Instagram,55+,Male,Hyderabad,New,96995,8744,785,138,23310,326460.0,9.01,8.98,1.58,2.67,168.91,14.01,1300.51,March,3
2026-03-06 21:03:59.807961,Diwali Campaign,Facebook,35-44,Other,Kolkata,New,103566,6178,1793,297,6808,175138.89,5.97,29.02,4.81,1.1,22.92,25.73,2472.55,March,3
2026-03-06 22:48:50.986197,Summer Sale,Facebook,45-54,Female,Mumbai,New,125498,2438,667,109,11680,315422.43,1.94,27.36,4.47,4.79,107.16,27.01,2600.53,March,3
